--------Full position data log-----------
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, -0.026477077997277488)
(0.0, 0.0, -0.05307993030440851)
(0.0, 0.0, -0.07979659265578967)
(0.0, 0.0, -0.1066162388845972)
(0.0, 0.0, -0.13352907266142006)
(0.0, 0.0, -0.1605262295312125)
(0.0, 0.0, -0.18841789862448213)
(0.0, 0.0, -0.21638249813182223)
(0.0, 0.0, -0.2444130905551335)
(0.0, 0.0, -0.2725033983249471)
(0.0, 0.0, -0.3006477410248257)
(0.0, 0.0, -0.328840978587278)
(0.0, 0.0, -0.3570784598931477)
(0.0, 0.0, -0.39632551753861717)
(0.0, 0.0, -0.43566091064882045)
(0.0, 0.0, -0.4750762363206796)
(0.0, 0.0, -0.5145638909764146)
(0.0, 0.0, -0.5541169943278238)
(0.0, 0.0, -0.5937293205734483)
(0.0, 0.0, -0.6279308117719594)
(0.0, 0.0, -0.6621548368943259)
(0.0, 0.0, -0.696399252402955)
(0.0, 0.0, -0.730662118664072)
(0.0, 0.0, -0.7649416805513908)
(0.0, 0.0, -0.7664359449998775)
(0.0, 0.0, -0.7677880676625849)
(0.0, 0.0, -0.7690115697651981)
(0.0, 0.0, -0.7701186863279722)
(0.0, 0.0, -0.7711204885159036)
(0.0, 0.0, -0.7720269943503546)
(0.0, 0.0, -0.7728472688892463)
(0.0, 0.0, -0.773589514877621)
(0.0, 0.0, -0.7742611547750787)
(0.0, 0.0, -0.7748689049803618)
(0.0, 0.0, -0.7754188429953326)
(0.0, 0.0, -0.7759164681999852)
(0.0, 0.0, -0.7763667568462383)
(0.0, 0.0, -0.7767742118204503)
(0.0, 0.0, -0.7771429076722776)
(0.0, 0.0, -0.7774765313601684)
(0.0, 0.0, -0.7777784191209444)
(0.0, 0.0, -0.7780515898321664)
(0.0, 0.0, -0.7782987752009082)
(0.0, 0.0, -0.7785224470808256)
(0.0, 0.0, -0.7787248421906922)
(0.0, 0.0, -0.7789079844815854)
(0.0, 0.0, -0.779073705376397)
(0.0, 0.0, -0.7792236620840608)
(0.0, 0.0, -0.779359354171642)
(0.0, 0.0, -0.7794821385600069)
(0.0, 0.0, -0.7795932430930314)
(0.0, 0.0, -0.7796937788160393)
(0.0, 0.0, -0.7797847510862556)
(0.0, 0.0, -0.779867069626378)
(0.0, 0.0, -0.7799415576218043)
(0.0, 0.0, -0.7480283233890355)
(0.0, 0.0, -0.7159567595162434)
(0.0, 0.0, -0.6837419270980514)
(0.0, 0.0, -0.6513974545436371)
(0.0, 0.0, -0.618935673860823)
(0.0, 0.0, -0.597268979908148)
(0.0, 0.0, -0.5755580184590162)
(0.0, 0.0, -0.5538070004555691)
(0.0, 0.0, -0.5320197362744061)
(0.0, 0.0, -0.5101996738303509)
(0.0, 0.0, -0.4883499330555992)
(0.0, 0.0, -0.46647333709904043)
(0.0, 0.0, -0.4506254531768585)
(0.0, 0.0, -0.4347843339591152)
(0.0, 0.0, -0.4189493359538291)
