Packet,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
112,-0.00054142065346241,0.01082894578576088,0.00016112125013023615,0.0,0.0,0.0,0,0,0
113,-0.00054142065346241,0.01082894578576088,0.00016112125013023615,0.0,0.0,0.0,0,0,0
114,-0.003313771216198802,0.0012029499048367143,0.0006527407676912844,0.0,0.0,0.0,0,0,0
115,-0.003313771216198802,0.0012029499048367143,0.0006527407676912844,0.0,0.0,0.0,0,0,0
116,-0.003313771216198802,0.0012029499048367143,0.0006527407676912844,0.0,0.0,0.0,0,0,0
117,-0.003313771216198802,0.0012029499048367143,0.0006527407676912844,0.0,0.0,0.0,0,0,0
118,-0.003313771216198802,0.0012029499048367143,0.0006527407676912844,0.0,0.0,0.0,0,0,0
119,-0.003313771216198802,0.0012029499048367143,0.0006527407676912844,0.0,0.0,0.0,0,0,0
120,-0.00213558878749609,0.006054430268704891,-0.0003475425182841718,0.0,0.0,0.0,0,0,0
121,-0.00213558878749609,0.006054430268704891,-0.0003475425182841718,0.0,0.0,0.0,0,0,0
122,-0.00213558878749609,0.006054430268704891,-0.0003475425182841718,0.0,0.0,0.0,0,0,0
123,-0.00213558878749609,0.006054430268704891,-0.0003475425182841718,0.0,0.0,0.0,0,0,0
124,-0.00213558878749609,0.006054430268704891,-0.0003475425182841718,0.0,0.0,0.0,0,0,0
125,-0.011020426638424397,-0.02281317114830017,0.002412291243672371,0.0,0.0,0.0,0,0,0
126,-0.011020426638424397,-0.02281317114830017,0.002412291243672371,0.0,0.0,0.0,0,0,0
127,-0.011020426638424397,-0.02281317114830017,0.002412291243672371,0.0,0.0,0.0,0,0,0
128,-0.011020426638424397,-0.02281317114830017,0.002412291243672371,0.0,0.0,0.0,0,0,0
129,-0.011020426638424397,-0.02281317114830017,0.002412291243672371,0.0,0.0,0.0,0,0,0
130,-0.011020426638424397,-0.02281317114830017,0.002412291243672371,0.0,0.0,0.0,0,0,0
131,-0.011020426638424397,-0.02281317114830017,0.002412291243672371,0.0,0.0,0.0,0,0,0
132,-0.006859770510345697,-0.024204671382904053,0.0026703516487032175,0.0,0.0,0.0,0,0,0
133,-0.006859770510345697,-0.024204671382904053,0.0026703516487032175,0.0,0.0,0.0,0,0,0
134,-0.006859770510345697,-0.024204671382904053,0.0026703516487032175,0.0,0.0,0.0,0,0,0
135,-0.006859770510345697,-0.024204671382904053,0.0026703516487032175,0.0,0.0,0.0,0,0,0
136,-0.006859770510345697,-0.024204671382904053,0.0026703516487032175,0.0,0.0,0.0,0,0,0
137,-0.006859770510345697,-0.024204671382904053,0.0026703516487032175,0.0,0.0,0.0,0,0,0
138,-0.03087535873055458,-0.06079357489943504,0.1330544501543045,0.0,0.0,0.0,0,0,0
139,-0.03087535873055458,-0.06079357489943504,0.1330544501543045,0.0,0.0,0.0,0,0,0
140,-0.03087535873055458,-0.06079357489943504,0.1330544501543045,0.0,0.0,0.0,0,0,0
141,-0.03087535873055458,-0.06079357489943504,0.1330544501543045,0.0,0.0,0.0,0,0,0
142,-0.03087535873055458,-0.06079357489943504,0.1330544501543045,0.0,0.0,0.0,0,0,0
143,0.05656101554632187,-0.021078387275338173,0.11023809015750885,0.0,0.0,0.0,0,0,0
144,0.05656101554632187,-0.021078387275338173,0.11023809015750885,0.0,0.0,0.0,0,0,0
145,0.05656101554632187,-0.021078387275338173,0.11023809015750885,0.0,0.0,0.0,0,0,0
146,0.05656101554632187,-0.021078387275338173,0.11023809015750885,0.0,0.0,0.0,0,0,0
147,0.05656101554632187,-0.021078387275338173,0.11023809015750885,0.0,0.0,0.0,0,0,0
148,0.07753713428974152,0.15310247242450714,-0.025415610522031784,0.0,0.0,0.0,0,0,0
149,0.07753713428974152,0.15310247242450714,-0.025415610522031784,0.0,0.0,0.0,0,0,0
150,0.07753713428974152,0.15310247242450714,-0.025415610522031784,0.0,0.0,0.0,0,0,0
151,0.07753713428974152,0.15310247242450714,-0.025415610522031784,0.0,0.0,0.0,0,0,0
152,0.07753713428974152,0.15310247242450714,-0.025415610522031784,0.0,0.0,0.0,0,0,0
153,0.07753713428974152,0.15310247242450714,-0.025415610522031784,0.0,0.0,0.0,0,0,0
154,0.07753713428974152,0.15310247242450714,-0.025415610522031784,0.0,0.0,0.0,0,0,0
155,-0.06836121529340744,0.8040818572044373,0.04060867801308632,0.0,0.0,-0.2779927978515625,0,0,0
156,-0.06836121529340744,0.8040818572044373,0.04060867801308632,0.0,0.0,-0.2779927978515625,0,0,0
157,-0.06836121529340744,0.8040818572044373,0.04060867801308632,0.0,0.0,-0.2779927978515625,0,0,0
158,-0.06836121529340744,0.8040818572044373,0.04060867801308632,0.0,0.0,-0.2779927978515625,0,0,0
159,-0.06836121529340744,0.8040818572044373,0.04060867801308632,0.0,0.0,-0.2779927978515625,0,0,0
160,-0.06836121529340744,0.8040818572044373,0.04060867801308632,0.0,0.0,-0.2779927978515625,0,0,0
161,-0.348373144865036,0.6496999859809875,0.07960321754217148,0.0,0.0,-0.28658349609375,0,0,0
162,-0.348373144865036,0.6496999859809875,0.07960321754217148,0.0,0.0,-0.28658349609375,0,0,0
163,-0.348373144865036,0.6496999859809875,0.07960321754217148,0.0,0.0,-0.28658349609375,0,0,0
164,-0.348373144865036,0.6496999859809875,0.07960321754217148,0.0,0.0,-0.28658349609375,0,0,0
165,-0.348373144865036,0.6496999859809875,0.07960321754217148,0.0,0.0,-0.28658349609375,0,0,0
166,-0.348373144865036,0.6496999859809875,0.07960321754217148,0.0,0.0,-0.28658349609375,0,0,0
167,-0.348373144865036,0.6496999859809875,0.07960321754217148,0.0,0.0,-0.28658349609375,0,0,0
168,-0.1629934459924698,-0.3155459761619568,0.08677484095096588,0.0,0.0,-0.4017568359375,0,0,0
169,-0.1629934459924698,-0.3155459761619568,0.08677484095096588,0.0,0.0,-0.4017568359375,0,0,0
170,-0.1629934459924698,-0.3155459761619568,0.08677484095096588,0.0,0.0,-0.4017568359375,0,0,0
171,-0.1629934459924698,-0.3155459761619568,0.08677484095096588,0.0,0.0,-0.4017568359375,0,0,0
172,-0.1629934459924698,-0.3155459761619568,0.08677484095096588,0.0,0.0,-0.4017568359375,0,0,0
173,-0.1629934459924698,-0.3155459761619568,0.08677484095096588,0.0,0.0,-0.4017568359375,0,0,0
174,0.5892091989517212,-0.3636016547679901,0.1260271668434143,0.0,0.0,-0.3443837890625,0,0,0
175,0.5892091989517212,-0.3636016547679901,0.1260271668434143,0.0,0.0,-0.3443837890625,0,0,0
176,0.5892091989517212,-0.3636016547679901,0.1260271668434143,0.0,0.0,-0.3443837890625,0,0,0
177,0.5892091989517212,-0.3636016547679901,0.1260271668434143,0.0,0.0,-0.3443837890625,0,0,0
178,0.5892091989517212,-0.3636016547679901,0.1260271668434143,0.0,0.0,-0.3443837890625,0,0,0
179,0.2712951600551605,-0.837809681892395,-0.039932768791913986,0.0,0.0,0.0,0,0,0
180,0.2712951600551605,-0.837809681892395,-0.039932768791913986,0.0,0.0,0.0,0,0,0
181,0.2712951600551605,-0.837809681892395,-0.039932768791913986,0.0,0.0,0.0,0,0,0
182,0.2712951600551605,-0.837809681892395,-0.039932768791913986,0.0,0.0,0.0,0,0,0
183,0.2712951600551605,-0.837809681892395,-0.039932768791913986,0.0,0.0,0.0,0,0,0
184,0.2712951600551605,-0.837809681892395,-0.039932768791913986,0.0,0.0,0.0,0,0,0
185,0.2712951600551605,-0.837809681892395,-0.039932768791913986,0.0,0.0,0.0,0,0,0
186,-0.052984122186899185,-0.7818551063537598,-0.08793438225984573,0.0,0.0,0.1420511474609375,0,0,0
187,-0.052984122186899185,-0.7818551063537598,-0.08793438225984573,0.0,0.0,0.1420511474609375,0,0,0
188,-0.052984122186899185,-0.7818551063537598,-0.08793438225984573,0.0,0.0,0.1420511474609375,0,0,0
189,-0.052984122186899185,-0.7818551063537598,-0.08793438225984573,0.0,0.0,0.1420511474609375,0,0,0
190,-0.052984122186899185,-0.7818551063537598,-0.08793438225984573,0.0,0.0,0.1420511474609375,0,0,0
191,-0.052984122186899185,-0.7818551063537598,-0.08793438225984573,0.0,0.0,0.1420511474609375,0,0,0
192,-0.05886731296777725,-0.6140144467353821,-0.1293310970067978,0.0,0.0,0.18607275390625,0,0,0
193,-0.05886731296777725,-0.6140144467353821,-0.1293310970067978,0.0,0.0,0.18607275390625,0,0,0
194,-0.05886731296777725,-0.6140144467353821,-0.1293310970067978,0.0,0.0,0.18607275390625,0,0,0
195,-0.05886731296777725,-0.6140144467353821,-0.1293310970067978,0.0,0.0,0.18607275390625,0,0,0
196,-0.05886731296777725,-0.6140144467353821,-0.1293310970067978,0.0,0.0,0.18607275390625,0,0,0
197,-0.08941137045621872,-0.5189281105995178,-0.14242319762706757,0.0,0.0,0.3370126953125,0,0,0
198,-0.08941137045621872,-0.5189281105995178,-0.14242319762706757,0.0,0.0,0.3370126953125,0,0,0
199,-0.08941137045621872,-0.5189281105995178,-0.14242319762706757,0.0,0.0,0.3370126953125,0,0,0
200,-0.08941137045621872,-0.5189281105995178,-0.14242319762706757,0.0,0.0,0.3370126953125,0,0,0
201,-0.08941137045621872,-0.5189281105995178,-0.14242319762706757,0.0,0.0,0.3370126953125,0,0,0
202,-0.08941137045621872,-0.5189281105995178,-0.14242319762706757,0.0,0.0,0.3370126953125,0,0,0
203,-0.08941137045621872,-0.5189281105995178,-0.14242319762706757,0.0,0.0,0.3370126953125,0,0,0
204,-0.0945022702217102,-0.3052073121070862,-0.120193250477314,0.0,0.0,0.3778604736328125,0,0,0
205,-0.0945022702217102,-0.3052073121070862,-0.120193250477314,0.0,0.0,0.3778604736328125,0,0,0
206,-0.0945022702217102,-0.3052073121070862,-0.120193250477314,0.0,0.0,0.3778604736328125,0,0,0
207,-0.0945022702217102,-0.3052073121070862,-0.120193250477314,0.0,0.0,0.3778604736328125,0,0,0
208,-0.0945022702217102,-0.3052073121070862,-0.120193250477314,0.0,0.0,0.3778604736328125,0,0,0
209,-0.0945022702217102,-0.3052073121070862,-0.120193250477314,0.0,0.0,0.3778604736328125,0,0,0
210,-0.047620248049497604,-0.10703537613153458,-0.00224930583499372,0.0,0.0,0.3357767333984375,0,0,0
211,-0.047620248049497604,-0.10703537613153458,-0.00224930583499372,0.0,0.0,0.3357767333984375,0,0,0
212,-0.047620248049497604,-0.10703537613153458,-0.00224930583499372,0.0,0.0,0.3357767333984375,0,0,0
213,-0.047620248049497604,-0.10703537613153458,-0.00224930583499372,0.0,0.0,0.3357767333984375,0,0,0
214,-0.047620248049497604,-0.10703537613153458,-0.00224930583499372,0.0,0.0,0.3357767333984375,0,0,0
215,-0.057906441390514374,-0.011242267675697803,0.05115692690014839,0.0,0.0,0.221320556640625,0,0,0
216,-0.057906441390514374,-0.011242267675697803,0.05115692690014839,0.0,0.0,0.221320556640625,0,0,0
217,-0.057906441390514374,-0.011242267675697803,0.05115692690014839,0.0,0.0,0.221320556640625,0,0,0
218,-0.057906441390514374,-0.011242267675697803,0.05115692690014839,0.0,0.0,0.221320556640625,0,0,0
219,-0.057906441390514374,-0.011242267675697803,0.05115692690014839,0.0,0.0,0.221320556640625,0,0,0
220,-0.057906441390514374,-0.011242267675697803,0.05115692690014839,0.0,0.0,0.221320556640625,0,0,0
221,-0.057906441390514374,-0.011242267675697803,0.05115692690014839,0.0,0.0,0.221320556640625,0,0,0
222,0.14391030371189117,0.0585610494017601,0.03783206641674042,0.0,0.0,0.1577677001953125,0,0,0
223,0.14391030371189117,0.0585610494017601,0.03783206641674042,0.0,0.0,0.1577677001953125,0,0,0
224,0.14391030371189117,0.0585610494017601,0.03783206641674042,0.0,0.0,0.1577677001953125,0,0,0
225,0.14391030371189117,0.0585610494017601,0.03783206641674042,0.0,0.0,0.1577677001953125,0,0,0
226,0.14391030371189117,0.0585610494017601,0.03783206641674042,0.0,0.0,0.1577677001953125,0,0,0
227,0.14391030371189117,0.0585610494017601,0.03783206641674042,0.0,0.0,0.1577677001953125,0,0,0
228,-0.16022536158561707,0.09218665212392807,-0.011812184937298298,0.0,0.0,0.167243408203125,0,0,0
229,-0.16022536158561707,0.09218665212392807,-0.011812184937298298,0.0,0.0,0.167243408203125,0,0,0
230,-0.16022536158561707,0.09218665212392807,-0.011812184937298298,0.0,0.0,0.167243408203125,0,0,0
231,-0.16022536158561707,0.09218665212392807,-0.011812184937298298,0.0,0.0,0.167243408203125,0,0,0
232,-0.16022536158561707,0.09218665212392807,-0.011812184937298298,0.0,0.0,0.167243408203125,0,0,0
233,0.11077471822500229,0.19609734416007996,0.04637601971626282,0.0,0.0,0.1578592529296875,0,0,0
234,0.11077471822500229,0.19609734416007996,0.04637601971626282,0.0,0.0,0.1578592529296875,0,0,0
235,0.11077471822500229,0.19609734416007996,0.04637601971626282,0.0,0.0,0.1578592529296875,0,0,0
236,0.11077471822500229,0.19609734416007996,0.04637601971626282,0.0,0.0,0.1578592529296875,0,0,0
237,0.11077471822500229,0.19609734416007996,0.04637601971626282,0.0,0.0,0.1578592529296875,0,0,0
238,0.11077471822500229,0.19609734416007996,0.04637601971626282,0.0,0.0,0.1578592529296875,0,0,0
239,-0.16453221440315247,0.42619046568870544,0.04758136719465256,0.0,0.0,0.225165771484375,0,0,0
240,-0.16453221440315247,0.42619046568870544,0.04758136719465256,0.0,0.0,0.225165771484375,0,0,0
241,-0.16453221440315247,0.42619046568870544,0.04758136719465256,0.0,0.0,0.225165771484375,0,0,0
242,-0.16453221440315247,0.42619046568870544,0.04758136719465256,0.0,0.0,0.225165771484375,0,0,0
243,-0.16453221440315247,0.42619046568870544,0.04758136719465256,0.0,0.0,0.225165771484375,0,0,0
244,-0.16453221440315247,0.42619046568870544,0.04758136719465256,0.0,0.0,0.225165771484375,0,0,0
245,-0.12548787891864777,0.35478073358535767,0.04544204846024513,0.0,0.0,0.250373291015625,0,0,0
246,-0.12548787891864777,0.35478073358535767,0.04544204846024513,0.0,0.0,0.250373291015625,0,0,0
247,-0.12548787891864777,0.35478073358535767,0.04544204846024513,0.0,0.0,0.250373291015625,0,0,0
248,-0.12548787891864777,0.35478073358535767,0.04544204846024513,0.0,0.0,0.250373291015625,0,0,0
249,-0.12548787891864777,0.35478073358535767,0.04544204846024513,0.0,0.0,0.250373291015625,0,0,0
250,-0.12548787891864777,0.35478073358535767,0.04544204846024513,0.0,0.0,0.250373291015625,0,0,0
251,0.009801231324672699,0.17173047363758087,-0.11790985614061356,0.0,0.0,0.0,0,0,0
252,0.009801231324672699,0.17173047363758087,-0.11790985614061356,0.0,0.0,0.0,0,0,0
253,0.009801231324672699,0.17173047363758087,-0.11790985614061356,0.0,0.0,0.0,0,0,0
254,0.009801231324672699,0.17173047363758087,-0.11790985614061356,0.0,0.0,0.0,0,0,0
255,0.009801231324672699,0.17173047363758087,-0.11790985614061356,0.0,0.0,0.0,0,0,0
256,0.009801231324672699,0.17173047363758087,-0.11790985614061356,0.0,0.0,0.0,0,0,0
257,0.009801231324672699,0.17173047363758087,-0.11790985614061356,0.0,0.0,0.0,0,0,0
258,-0.07714538276195526,0.1301683932542801,-0.2092839777469635,0.0,0.0,0.1166605224609375,0,0,0
259,-0.07714538276195526,0.1301683932542801,-0.2092839777469635,0.0,0.0,0.1166605224609375,0,0,0
260,-0.07714538276195526,0.1301683932542801,-0.2092839777469635,0.0,0.0,0.1166605224609375,0,0,0
261,-0.07714538276195526,0.1301683932542801,-0.2092839777469635,0.0,0.0,0.1166605224609375,0,0,0
262,-0.07714538276195526,0.1301683932542801,-0.2092839777469635,0.0,0.0,0.1166605224609375,0,0,0
263,-0.07714538276195526,0.1301683932542801,-0.2092839777469635,0.0,0.0,0.1166605224609375,0,0,0
264,0.038003575056791306,0.15633182227611542,-0.09314592182636261,0.0,0.0,0.0,0,0,0
265,0.038003575056791306,0.15633182227611542,-0.09314592182636261,0.0,0.0,0.0,0,0,0
266,0.038003575056791306,0.15633182227611542,-0.09314592182636261,0.0,0.0,0.0,0,0,0
